Element Code,Scientific Name,English Name,Biogeoclimatic Units,Provincial,BC List,Global,COSEWIC,SARA,Provincial FRPA,Land Use Objectives,CDC Mapped Locations - Public,CDC Mapped Locations - Confidential
PDPRI04030,Douglasia laevigata,smooth douglasia,,S3S4 (2019),Yellow,G3 (2016),,,,,,
NBHEP15040,Douinia imbricata,,,S4 (2021),Yellow,G2G4 (1999),,,,,,
NBHEP16010,Douinia ovata,,,S5 (2015),Yellow,G5 (2017),,,,,,
NBHEP15080,Douinia plicata,,,S4 (2021),Yellow,G4 (2002),,,,,,
PDCAM06060,Downingia elegans,common downingia,IDFdw,SX (2019),Red,G5 (1987),,,,,Y,
PDBRA11430,Draba albertina,slender draba,,S5 (2019),Yellow,G5? (2017),,,,,,
PDBRA110E0,Draba aurea,golden draba,,S5 (2019),Yellow,G5 (2016),,,,,,
PDBRA110H0,Draba borealis,northern draba,,S5 (2019),Yellow,G5? (2017),,,,,,
PDBRA110M0,Draba cana,lance-leaved draba,,S5 (2019),Yellow,G5 (2016),,,,,,
PDBRA110N0,Draba chamissonis,Cape Thompson draba,,S4 (2019),Yellow,G4Q (2019),,,,,,
PDBRA110P0,Draba cinerea,gray-leaved draba,,S4 (2019),Yellow,G5 (2016),,,,,,
PDBRA113Z0,Draba corymbosa,Baffin Bay draba,,S4 (2019),Yellow,G4G5 (1994),,,,,,
PDBRA110T0,Draba crassifolia,Rocky Mountain draba,,S5 (2019),Yellow,G5 (2016),,,,,,
PDBRA110W0,Draba densifolia,Nuttall's draba,,SU (2019),Unknown,G5 (1990),,,,,Y,
PDBRA110Z0,Draba fladnizensis,Austrian draba,,S3S4 (2019),Yellow,G5 (2018),,,,,,
PDBRA113T0,Draba franktonii,Frankton's draba,BAFAun,S2S3 (2019),Blue,G2G3 (2019),,,,,Y,
PDBRA11100,Draba glabella,smooth draba,CWHwm; SBPSxc; SWBmk; SWBuns,SH (2019),Red,G5 (2015),,,,,Y,
PDBRA11160,Draba grandis,North Pacific draba,,S4 (2019),Yellow,G4G5 (2015),,,,,,
PDBRA11180,Draba incerta,Yellowstone draba,,S5 (2019),Yellow,G5 (2015),,,,,,
PDBRA111G0,Draba juvenilis,long-stalked draba,,S5 (2019),Yellow,G5 (2016),DD,,,,,
PDBRA111D0,Draba lactea,milky draba,,S4 (2019),Yellow,G5 (2012),,,,,,
PDBRA11400,Draba lonchocarpa,lance-fruited draba,,S5 (2019),Yellow,G5? (2016),,,,,,
PDBRA111H0,Draba macounii,Macoun's draba,,S5 (2019),Yellow,G5? (2016),,,,,,
PDBRA111L0,Draba nemorosa,woods draba,,S5 (2019),Yellow,G5 (2016),,,,,,
PDBRA111M0,Draba nivalis,snow draba,,S4S5 (2019),Yellow,G5 (2016),,,,,,
PDBRA111W2,Draba novolympica,Olympic mountains draba,,S5 (2019),Yellow,G5T5 (2019),,,,,,
PDBRA111R0,Draba oligosperma,few-seeded draba,,S5 (2019),Yellow,G5 (2016),,,,,,
PDBRA111T0,Draba palanderiana,Palander's draba,,SU (2019),Unknown,G5 (2016),,,,,Y,
PDBRA11200,Draba porsildii,Porsild's draba,,S3S4 (2019),Yellow,G3G4 (2016),,,,,,
PDBRA11210,Draba praealta,tall draba,,S5? (2019),Yellow,G5 (2016),,,,,,
PDBRA11280,Draba ruaxes,coast mountain draba,,S4 (2019),Yellow,G4 (2016),,,,,,
PDBRA112H2,Draba stenoloba,Alaska draba,,S5 (2019),Yellow,G5TNR,,,,,,
PDBRA112J0,Draba stenopetala,star-flowered draba,,SU (2019),Unknown,G3G4 (2016),,,,,Y,
PDBRA113Y0,Draba taylori,Taylor's draba,IMAun,S3 (2019),Blue,G1G2 (2016),,,,,Y,
PDBRA111F2,Draba thompsonii,lance-fruited draba,,S4 (2019),Yellow,G5T3T4Q (2016),,,,,,
PDBRA112N0,Draba ventosa,Wind River draba,BAFA; CMA; IMA,S2S3 (2019),Blue,G3 (2009),,,,,Y,
PDBRA11340,Draba verna,common draba,,SNA (2019),Exotic,GNR,,,,,,
PDLAM0G020,Dracocephalum parviflorum,American dragonhead,,S5 (2019),Yellow,G5 (2016),,,,,,
PDLAM0G030,Dracocephalum thymiflorum,Eurasian dragonhead,,SNA (2019),Exotic,GNR,,,,,,
NBMUS2J030,Drepanocladus aduncus,,,S5? (2015),Yellow,G5 (2015),,,,,,
NBMUS2J0L0,Drepanocladus longifolius,,,S3S4,Yellow,GNR,,,,,,
NBMUS1J060,Drepanocladus polygamus,,,S4 (2015),Yellow,G5 (2015),,,,,,
NBMUS1F0A0,Drepanocladus trifarius,,,S3S4 (2015),Yellow,G5 (2015),,,,,,
NBMUS9Y010,Drepanocladus turgescens,,BAFA; SWB,S3 (2015),Blue,G5 (2017),,,,,,
PDDRO02010,Drosera anglica,great sundew,,S5 (2019),Yellow,G5 (2016),,,,,,
PDDRO02060,Drosera linearis,slender-leaf sundew,SBSdh,S2S3 (2019),Blue,G4G5 (2016),,,,,Y,
PDDRO02070,Drosera rotundifolia,round-leaved sundew,,S5 (2019),Yellow,G5 (2016),,,,,,
PDDRO020C0,Drosera x obovata,hybrid sundew,,SNA (2015),No Status,GNA (1993),,,,,,
PDROS0L038,Dryas ajanensis ssp. beringensis,white dryad,,S4 (2019),Yellow,G5T5 (2015),,,,,,
PDROS0L010,Dryas drummondii,yellow mountain-avens,,S5 (2019),Yellow,G5 (2016),,,,,,
PDROS0L090,Dryas hookeriana,white mountain-avens,,S5 (2019),Yellow,G5 (2017),,,,,,
PDROS0L040,Dryas incisa,crenulate-leaved mountain avens,,SNR,Not Reviewed,GNR,,,,,,
PDROS0L025,Dryas integrifolia ssp. integrifolia,entire-leaved mountain-avens,,S5 (2020),Yellow,G5T5 (2015),,,,,,
PDROS0L024,Dryas integrifolia ssp. sylvatica,entire-leaved mountain-avens,,S5? (2020),Yellow,G5T5 (2015),,,,,,
PDROS1B061,Drymocallis arguta,tall wood beauty,,S3,Blue,G5 (2015),,,,,,
PDROS1B062,Drymocallis convallaria,white cinquefoil,,S5 (2019),Yellow,G5 (2017),,,,,,
PDROS2D033,Drymocallis glandulosa var. glandulosa,sticky cinquefoil,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PDROS1B0SE,Drymocallis pseudorupestris var. saxicola,sticky cinquefoil,,S5 (2019),Yellow,G5T5? (2015),,,,,,
PPDRY0A020,Dryopteris arguta,coastal wood fern,CDFmm,S3 (2019),Blue,G5 (2011),SC,1-SC (2003),,,Y,
PPDRY0A040,Dryopteris carthusiana,toothed wood fern,,S5 (2019),Yellow,G5 (2016),,,,,,
PPDRY0A090,Dryopteris cristata,crested wood fern,,S4? (2019),Yellow,G5 (2015),,,,,,
PPDRY0A0A0,Dryopteris expansa,spiny wood fern,,S5 (2019),Yellow,G5 (2011),,,,,,
PPDRY0A0B0,Dryopteris filix-mas,male fern,,S5 (2019),Yellow,G5 (2011),,,,,,
PPDRY0A0C0,Dryopteris fragrans,fragrant wood fern,,S5? (2019),Yellow,G5 (2016),,,,,,
PDROS0M010,Duchesnea indica,mock strawberry,,SNA (2019),Exotic,G5 (1994),,,,,,
PDROS0M011,Duchesnea indica var. indica,mock strawberry,,SNA,Exotic,G5TNR,,,,,,
PMCYP08011,Dulichium arundinaceum var. arundinaceum,three-way sedge,,S5 (2019),Yellow,G5T5 (2015),,,,,,
PDCHE090A0,Dysphania botrys,Jerusalem-oak,,SNA (2019),Exotic,GNR,,,,,,
PDCHE091A0,Dysphania pumilio,Australian goosefoot,,SNA (2019),Exotic,GNR,,,,,,
PMPOA2D020,Echinochloa crus-galli,large barnyard-grass,,SNA (2019),Exotic,GNR,,,,,,
PMPOA2D041,Echinochloa muricata var. microstachya,rough barnyardgrass,,SU (2019),Unknown,G5T5 (2016),,,,,,
PDCUC0C010,Echinocystis lobata,wild cucumber,,SNA (2019),Exotic,G5 (2016),,,,,,
NBMUSA6010,Echinophyllum sachalinense,,,S1 (2015),Red,GNR,,,,,,
PDAST39030,Echinops sphaerocephalus,great globethistle,,SNA (2019),Exotic,GNR,,,,,,
PDBOR0D060,Echium vulgare,viper's bugloss,,SNA (2019),Exotic,GNR,,,,,,
PMHYD02010,Egeria densa,Brazilian waterweed,,SNA (2019),Exotic,G5 (1994),,,,,,
PDELG01010,Elaeagnus angustifolia,Russian olive,,SNA (2019),Exotic,GNR,,,,,,
PDELG01020,Elaeagnus commutata,silverberry,,S5 (2019),Yellow,G5 (2016),,,,,,
PDELG01060,Elaeagnus umbellata,autumn-olive,,SNA (2019),Exotic,GNR (1994),,,,,,
PDELT02030,Elatine brachysperma,short-seeded waterwort,CWHxm,S1 (2019),Red,G5 (1988),,,,,Y,
PDELT02080,Elatine rubella,three-flowered waterwort,,S4 (2019),Yellow,G5 (1988),,,,,,
PMCYP09010,Eleocharis acicularis,needle spike-rush,,S5 (2019),Yellow,G5 (2016),,,,,,
PMCYP09040,Eleocharis atropurpurea,purple spike-rush,ICHmw,S1 (2019),Red,G4G5 (2002),,,,,Y,
PMCYP092H0,Eleocharis coloradoensis,dwarf spike-rush,,S3S4 (2019),Yellow,G4 (2020),,,,,,
PMCYP090K0,Eleocharis elliptica,elliptic spike-rush,,S4 (2019),Yellow,G5 (2016),,,,,,
PMCYP090M0,Eleocharis engelmannii,Englemann's spike-rush,PPxh,S3 (2019),Blue,G4G5 (2002),,,,,Y,
PMCYP090P0,Eleocharis erythropoda,bald spike-rush,,S3S4 (2022),Yellow,G5 (2016),,,,,,
PMCYP090T0,Eleocharis geniculata,bent spike-rush,BGxh,S1S2 (2019),Red,G5 (2016),E,1-E (2011),,,,Y
PMCYP090X0,Eleocharis kamtschatica,Kamchatka spike-rush,,S3S4 (2019),Yellow,G4 (1991),,,,,,
PMCYP090Z0,Eleocharis macrostachya,creeping spike-rush,,S5 (2019),Yellow,G5 (2016),,,,,,
PMCYP092B1,Eleocharis mamillata ssp. mamillata,nipple spike-rush,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PMCYP09180,Eleocharis nitida,slender spike-rush,CWHms,S3 (2019),Blue,G4 (2016),,,,,Y,
PMCYP09190,Eleocharis obtusa,blunt spike-rush,,S5 (2019),Yellow,G5 (2016),,,,,,
PMCYP09230,Eleocharis ovata,ovate spike-rush,,S3S4 (2019),Yellow,G5 (2016),,,,,,
PMCYP092N0,Eleocharis palustris,common spike-rush,,S5 (2019),Yellow,G5 (2016),,,,,,
PMCYP091G0,Eleocharis parvula,small spike-rush,,S4 (2019),Yellow,G5 (1984),,,,,,
PMCYP091K0,Eleocharis quinqueflora,few-flowered spike-rush,,S5 (2019),Yellow,G5 (2016),,,,,,
PMCYP091P0,Eleocharis rostellata,beaked spike-rush,,S4 (2019),Yellow,G5 (2000),,,,,,
PMCYP092G0,Eleocharis suksdorfiana,Suksdorf's spike-rush,,S5? (2019),Yellow,G5? (2016),,,,,,
PMCYP092M0,Eleocharis uniglumis,creeping spike-rush,,S4S5 (2019),Yellow,G5 (2011),,,,,,
PDERI0C020,Elliottia pyroliflora,copperbush,,S5 (2019),Yellow,G5 (2016),,,,,,
PDSAX0B010,Elmera racemosa,elmera,CMAunp; MHmm,S2 (2019),Red,G4G5 (1984),,,,,Y,
PMHYD03030,Elodea canadensis,Canadian waterweed,,S5 (2019),Yellow,G5 (2015),,,,,,
PMHYD03080,Elodea nuttallii,Nuttall's waterweed,,S3S4 (2022),Yellow,G5 (2015),,,,,,
PMPOA2H220,Elymus alaskanus,Alaska wildrye,,S5? (2020),Yellow,G5 (2016),,,,,,
PMPOA2H1Q0,Elymus albicans,Montana wildrye,,S3S4 (2019),Yellow,G5 (2016),,,,,,
PMPOA2H044,Elymus canadensis,Canada wildrye,,S5 (2019),Yellow,G5 (2015),,,,,,
PMPOA2H046,Elymus canadensis var. brachystachys,short-spike wildrye,,SU (2020),Unknown,G5TNR,,,,,,
PMPOA2H047,Elymus canadensis var. canadensis,Canada wildrye,,S5 (2020),Yellow,G5T5 (2016),,,,,,
PMPOA2H0M3,Elymus curvatus,beardless wildrye,ICHxw,S2S3 (2019),Blue,G4G5 (2016),,,,,Y,
PMPOA2H114,Elymus elymoides ssp. brevifolius,squirreltail,,SNR,Not Reviewed,G5T4T5 (2004),,,,,,
PMPOA2H113,Elymus elymoides ssp. californicus,squirreltail grass,,S4 (2001),Yellow,G5T4 (2012),,,,,,
PMPOA2H085,Elymus glaucus ssp. glaucus,blue wildrye,,S5 (2020),Yellow,G5T5 (2016),,,,,,
PMPOA2H083,Elymus glaucus ssp. virescens,blue wildrye,,S5 (2020),Yellow,G5T4? (2004),,,,,,
PMPOA2H090,Elymus hirsutus,hairy wildrye,,S5 (2019),Yellow,G5 (2016),,,,,,
PMPOA2H0S5,Elymus lanceolatus ssp. lanceolatus,thickspike wildrye,,S5 (2020),Yellow,G5T5 (2016),,,,,,
PMPOA2H201,Elymus lanceolatus ssp. psammophilus,sand-dune wheatgrass,,SU (2020),Unknown,G5TNR,,,,,Y,
PMPOA2H202,Elymus lanceolatus ssp. riparius,streambank wheatgrass,,SU (2020),Unknown,G5TNR,,,,,,
PMPOA7H010,Elymus repens,quackgrass,,SNA (2019),Exotic,GNR (2006),,,,,,
PMPOA2H170,Elymus scribneri,Scribner's wildrye,,SU (2019),Unknown,G5 (1993),,,,,Y,
PMPOA2H0G0,Elymus sibiricus,Siberian wildrye,,SNA (2019),Exotic,GNR,,,,,,
PMPOA2H0Q2,Elymus trachycaulus ssp. subsecundus,slender wheatgrass,,S5 (2020),Yellow,G5T5 (2016),,,,,,
PMPOA2H0Q3,Elymus trachycaulus ssp. trachycaulus,slender wheatgrass,,S5 (2020),Yellow,G5T5 (2015),,,,,,
PMPOA2H0U2,Elymus violaceus,Alaska wildrye,,S5 (2020),Yellow,G5T5 (2016),,,,,,
PMPOA2H1D0,Elymus x hansenii,Hansen's wildrye,,SNA (2018),No Status,GNA (2016),,,,,,
PMPOA2H1K0,Elymus x saundersii,Saunder's wildrye,,SNA (2021),No Status,GNA (2016),,,,,,
PDEMP03020,Empetrum nigrum,crowberry,,S5 (2019),Yellow,G5 (2016),,,,,,
NBMUS2M011,Encalypta affinis ssp. affinis,,,S2S3 (2011),Blue,G5TNR,,,,,,
NBMUS2M012,Encalypta affinis ssp. macounii,,,S3S4 (2011),Yellow,G5TNR,,,,,,
NBMUS2M020,Encalypta alpina,,,S3S4 (2011),Yellow,G5 (2016),,,,,,
NBMUS2M030,Encalypta brevicolla,,BAFA,S3 (2015),Blue,G4 (1996),,,,,,
NBMUS2M040,Encalypta brevipes,,BAFA; SBS,S3 (2015),Blue,G3 (1999),,,,,,
NBMUS2M050,Encalypta ciliata,,,S4S5 (2011),Yellow,G5 (2015),,,,,,
NBMUS2M060,Encalypta longicolla,,BAFA; SWB,S3 (2015),Blue,G3 (2001),,,,,,
NBMUS2M110,Encalypta mutica,,BWBS; ICH; SWB,S3 (2015),Blue,G3 (2015),,,,,,
NBMUS2M070,Encalypta procera,,,S4S5 (2011),Yellow,G5 (2014),,,,,,
NBMUS2M180,Encalypta rhaptocarpa,,,S4S5 (2011),Yellow,G5 (2017),,,,,,
NBMUS2M120,Encalypta spathulata,,ESSF; IDF; PP,S3 (2015),Blue,G4 (2011),,,,,,
NBMUS2M090,Encalypta vulgaris,,,S3S4 (2011),Yellow,G5 (2015),,,,,,
NBHEP1P020,Endogemma caespiticia,,,SH (2021),Red,G4 (1991),,,,,,
PDRAN0G040,Enemion savilei,Haida Gwaii false rue-anemone,,S4 (2019),Yellow,G4 (2016),,,,,,
NBMUS2N040,Entodon concinnus,,CWH; SWB,S3 (2015),Blue,G4G5 (2015),,,,,,
NBMUS2N100,Entodon schleicheri,Schleicher's silk,,S1 (2015),Red,G3G5 (2002),DD,,,,,
NBMUS2P0D0,Entosthodon fascicularis,banded cord-moss,CDF; CWH; ICHdm; ICHdw,S2S3 (2015),Blue,G4G5 (2001),SC,1-SC (2006),,,Y,
NBMUS2P080,Entosthodon rubiginosus,rusty cord-moss,PP,S2S3 (2015),Blue,G1G3 (2006),SC,1-E (2021),,,Y,Y
NBMUS2Q030,Ephemerum serratum,,,SNA,Exotic,G4 (2004),,,,,,
NBMUS2Q040,Ephemerum spinulosum,,,SU,Unknown,G4G5 (1991),,,,,,
PDONA06010,Epilobium anagallidifolium,alpine willowherb,,S5 (2019),Yellow,G5 (2016),,,,,,
PDONA06160,Epilobium brachycarpum,tall annual willowherb,,S5 (2019),Yellow,G5 (2016),,,,,,
PDONA01030,Epilobium campestre,smooth spike-primrose,,SU (2019),Unknown,G5 (1988),,,,,Y,
PDONA06041,Epilobium ciliatum ssp. ciliatum,purple-leaved willowherb,,S5 (2020),Yellow,G5T5 (2016),,,,,,
PDONA06042,Epilobium ciliatum ssp. glandulosum,purple-leaved willowherb,,S3S5 (2020),Yellow,G5T5 (2016),,,,,,
PDONA06043,Epilobium ciliatum ssp. watsonii,purple-leaved willowherb,,S3S5 (2020),Yellow,G5T3T5 (2016),,,,,,
PDONA06050,Epilobium clavatum,club-fruited willowherb,,S5 (2019),Yellow,G5 (2016),,,,,,
PDONA06070,Epilobium davuricum,northern swamp willowherb,BAFA; CMA; SWBun,SH (2019),Red,G5 (2012),,,,,Y,
PDONA01020,Epilobium densiflorum,dense spike-primrose,CDFmm,S2 (2019),Red,G5 (1988),E,1-E (2006),,,Y,
PDONA06080,Epilobium foliosum,foliose willowherb,,S5 (2019),Yellow,G5 (2019),,,,,,
PDONA06091,Epilobium glaberrimum ssp. fastigiatum,smooth willowherb,,S4S5 (2019),Yellow,G5T4T5 (2004),,,,,,
PDONA060A0,Epilobium hallianum,Hall's willowherb,,S4S5 (2019),Yellow,G5 (1988),,,,,,
PDONA060B0,Epilobium hirsutum,hairy willlowherb,,SNA (2019),Exotic,GNR,,,,,,
PDONA060C1,Epilobium hornemannii ssp. behringianum,Hornemann's willowherb,,SU (2020),Unknown,G5T4 (2016),,,,,,
PDONA060C2,Epilobium hornemannii ssp. hornemannii,Hornemann's willowherb,,S5 (2020),Yellow,G5T5 (2016),,,,,,
PDONA060D0,Epilobium lactiflorum,white-flowered willowherb,,S5 (2019),Yellow,G5 (2016),,,,,,
PDONA060F0,Epilobium leptocarpum,small-fruited willowherb,,S5? (2019),Yellow,G5 (1984),,,,,,
PDONA060G0,Epilobium leptophyllum,narrow-leaved willowherb,,S5 (2019),Yellow,G5 (2015),,,,,,
PDONA060H0,Epilobium luteum,yellow willowherb,,S5 (2019),Yellow,G5 (2016),,,,,,
PDONA060J0,Epilobium minutum,small-flowered willowherb,,S5 (2019),Yellow,G5 (2016),,,,,,
PDONA060K0,Epilobium mirabile,hairy-stemmed willowherb,ESSFmw,S3 (2022),Blue,G4Q (1988),,,,,,
PDONA06190,Epilobium montanum,toothed willow-herb,,SNA (2019),Exotic,GNR,,,,,,
PDONA06220,Epilobium obscurum,obscure willow-herb,,SNA (2019),Exotic,GNR,,,,,,
PDONA060Q0,Epilobium oregonense,Oregon willowherb,,SU (2019),Unknown,G5 (1999),,,,,Y,
PDONA060R0,Epilobium palustre,swamp willowherb,,S5 (2019),Yellow,G5 (2015),,,,,,
PDONA060T0,Epilobium parviflorum,small-flowered hairy willow-herb,,SNA (2019),Exotic,GNR,,,,,,
PDONA060W0,Epilobium saximontanum,Rocky Mountain willowherb,ESSFdkp; MSdk,S2 (2022),Red,G5 (1984),,,,,Y,
PDONA06250,Epilobium smithii,Smith's willowherb,ESSFdc,S3 (2019),Blue,GNR,,,,,Y,
PDONA06231,Epilobium tetragonum ssp. tetragonum,square-stemmed willow-herb,,SNA (2019),Exotic,GNRTNR,,,,,,
PDONA01050,Epilobium torreyi,brook spike-primrose,CDFmm,SH (2019),Red,G5 (1988),E,1-E (2007),,,Y,
PDONA06210,Epilobium x treleasianum,Trelease's hybrid willowherb,,SNA (2017),No Status,GNA (2016),,,,,,
PMORC11010,Epipactis gigantea,giant helleborine,BGxh; CWHdm; ICHdw; ICHmw; ICHxw; IDFdm; IDFmw; IDFxh; PPxh,S4 (2019),Yellow,G4 (2016),NAR,3,,,,
PMORC11020,Epipactis helleborine,helleborine,,SNA (2019),Exotic,GNR,,,,,,
NBMUS2R010,Epipterygium tozeri,,,S3S4 (2015),Yellow,G4? (1996),,,,,,
PPEQU01010,Equisetum arvense,common horsetail,,S5 (2019),Yellow,G5 (2016),,,,,,
PPEQU01020,Equisetum fluviatile,swamp horsetail,,S5 (2019),Yellow,G5 (2016),,,,,,
PPEQU01031,Equisetum hyemale ssp. affine,scouring-rush,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PPEQU01040,Equisetum laevigatum,smooth scouring-rush,,S5 (2019),Yellow,G5 (2016),,,,,,
PPEQU01050,Equisetum palustre,marsh horsetail,,S5 (2019),Yellow,G5 (2016),,,,,,
PPEQU01060,Equisetum pratense,meadow horsetail,,S5 (2019),Yellow,G5 (2016),,,,,,
PPEQU01080,Equisetum scirpoides,dwarf scouring-rush,,S5 (2019),Yellow,G5 (2016),,,,,,
PPEQU01090,Equisetum sylvaticum,wood horsetail,,S5 (2019),Yellow,G5 (2016),,,,,,
PPEQU010A1,Equisetum telmateia ssp. braunii,giant horsetail,,S5 (2019),Yellow,G5T5 (2017),,,,,,
PPEQU010B1,Equisetum variegatum ssp. alaskanum,northern scouring-rush,,S5 (2020),Yellow,G5T5 (2016),,,,,,
PPEQU010B2,Equisetum variegatum ssp. variegatum,northern scouring-rush,,S5 (2020),Yellow,G5T5 (2016),,,,,,
PPEQU010F0,Equisetum x ferrissii,Ferriss' scouring-rush,,SNA,No Status,GNA (2016),,,,,,
PPEQU010J0,Equisetum x font-queri,Skye horsetail,,SNA (2017),No Status,GNA,,,,,,
PPEQU010C0,Equisetum x litorale,shore horsetail,,SNA,No Status,GNA (2016),,,,,,
PPEQU010H0,Equisetum x mackaii,Mackay's scouring-rush,,SNA,No Status,GNA (2016),,,,,,
PMPOA2K070,Eragrostis cilianensis,stinkgrass,,SNA (2019),Exotic,GNR,,,,,,
PMPOA2K101,Eragrostis mexicana ssp. mexicana,Mexican lovegrass,,SNA (2014),Exotic,G5T5 (1994),,,,,,
PMPOA2K102,Eragrostis mexicana ssp. virescens,Orcutt's lovegrass,,SNA (2001),Exotic,G5T5 (2004),,,,,,
PMPOA2K110,Eragrostis minor,little lovegrass,,SNA (2019),Exotic,GNR,,,,,,
PMPOA2K191,Eragrostis pectinacea var. pectinacea,tufted lovegrass,,SU (2019),Unknown,G5T5 (2016),,,,,,
PMPOA2K1A2,Eragrostis pilosa var. pilosa,India lovegrass,,SNA (2019),Exotic,G4TNR,,,,,,
PDCAR04041,Eremogone capillaris var. americana,thread-leaved sandwort,,S5 (2019),Yellow,G5T5 (2016),,,,,,
NBHEP06010,Eremonotus myriocarpus,,,S3 (2021),Blue,G3G5 (2010),,,,,,
PMPOA2N010,Eremopyrum orientale,Oriental false wheatgrass,,SNA (2019),Exotic,GNR,,,,,,
PMPOA2N030,Eremopyrum triticeum,annual wheatgrass,,SNA (2019),Exotic,GNR,,,,,,
PDAST3L0K0,Ericameria bloomeri,rabbitbrush goldenweed,IDFdm,S2S3 (2019),Blue,G4 (1985),DD,,,,Y,
PDAST2C0GA,Ericameria nauseosa var. speciosa,common rabbit-bush,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PDAST3M611,Erigeron acris var. kamtschaticus,bitter daisy,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PDAST3M070,Erigeron annuus,annual daisy,,SNA (2019),Exotic,G5 (2016),,,,,,
PDAST3M0F0,Erigeron aureus,golden daisy,,S5 (2019),Yellow,G5 (2016),,,,,,
PDAST3M0Q0,Erigeron caespitosus,tufted daisy,,S5 (2019),Yellow,G5 (2016),,,,,,
PDAST3M0Y0,Erigeron compositus,cut-leaved daisy,,S5 (2019),Yellow,G5 (2016),,,,,,
PDAST3M0Z0,Erigeron corymbosus,long-leaved daisy,,S5 (2019),Yellow,G5 (2016),,,,,,
PDAST3M020,Erigeron denalii,Denali daisy,,S4 (2019),Yellow,G4 (2016),,,,,,
PDAST3M160,Erigeron divergens,diffuse daisy,,S4S5 (2019),Yellow,G5 (2015),,,,,,
PDASTE1020,Erigeron elatus,tall daisy,,S5 (2019),Yellow,G5 (2016),,,,,,
PDAST3M1D0,Erigeron filifolius,thread-leaved daisy,,S5 (2019),Yellow,G5 (2016),,,,,,
PDAST3M1F0,Erigeron flagellaris,trailing daisy,,S5 (2019),Yellow,G5 (2016),,,,,,
PDAST3M1P2,Erigeron glabellus var. pubescens,smooth daisy,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PDAST3M33C,Erigeron glacialis var. glacialis,subalpine daisy,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PDAST3M1S0,Erigeron grandiflorus,large-flowered daisy,,S5 (2019),Yellow,G5 (2016),,,,,,
PDAST3M1W0,Erigeron humilis,arctic-alpine daisy,,S5 (2019),Yellow,G5 (2016),,,,,,
PDAST3M250,Erigeron lanatus,woolly daisy,,S4 (2019),Yellow,G4 (2016),,,,,,
PDAST3M280,Erigeron leibergii,Leiberg's daisy,IDFxh,SH (2019),Red,G3? (2000),DD,,,,Y,
PDAST3M2B0,Erigeron linearis,linear-leaved daisy,,S5 (2019),Yellow,G5 (2016),,,,,,
PDASTE1030,Erigeron lonchophyllus,spear-leaved daisy,,S5 (2019),Yellow,G5 (2016),,,,,,
PDASTE1060,Erigeron nivalis,snow daisy,,S5 (2019),Yellow,G5 (2016),,,,,,
PDAST3M690,Erigeron ochroleucus,buff daisy,IMA,S2S3 (2019),Blue,G5 (2022),,,,,Y,
PDAST3M300,Erigeron pallens,purple daisy,,S4 (2019),Yellow,G4 (2016),,,,,,
PDAST3M337,Erigeron peregrinus var. peregrinus,wandering daisy,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PDAST3M365,Erigeron philadelphicus var. glaber,salt marsh Philadelphia daisy,CDFmm; CWHxm,S2S3 (2022),Blue,G5T1 (2022),,,,,Y,
PDAST3M364,Erigeron philadelphicus var. philadelphicus,Philadelphia daisy,,S5 (2020),Yellow,G5T5 (2022),,,,,,
PDAST3M3B2,Erigeron poliospermus var. poliospermus,cushion daisy,BGxh,S3 (2019),Blue,G4T4 (1997),,,,,Y,Y
PDASTE10D1,Erigeron pumilus var. intermedius,shaggy daisy,,S5 (2019),Yellow,G5T5 (2015),,,,,,
PDAST3M4U0,Erigeron salishii,Salish daisy,,S3S4 (2019),Yellow,G3 (2009),,,,,,
PDAST3M650,Erigeron speciosus,showy daisy,,S5 (2019),Yellow,G5 (2016),,,,,,
PDAST3M3W6,Erigeron strigosus var. strigosus,rough-stemmed daisy,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PDAST3M4L0,Erigeron trifidus,three-lobed daisy,,S3S4 (2019),Yellow,G3G4 (2021),,,,,,
PDAST3M461,Erigeron uniflorus var. eriocephalus,northern daisy,BAFA; CMA; SWBun,SH (2019),Red,G4G5T4T5 (2016),,,,,Y,
PMPOA4J050,Eriocoma hymenoides,sand ricegrass,,S5 (2019),Yellow,G5 (2016),,,,,,
PMPOA5X0F1,Eriocoma lemmonii ssp. lemmonii,Lemmon's needlegrass,,S5 (2019),Yellow,G5T5 (2019),,,,,,
PMPOA5X181,Eriocoma nelsonii ssp. dorei,Columbia needlegrass,,S5 (2020),Yellow,G5T5? (2016),,,,,,
PMPOA5X182,Eriocoma nelsonii ssp. nelsonii,Nelson's needlegrass,,S1S3 (2015),Red,G5T5 (2012),,,,,Y,
PMPOA5X0Q2,Eriocoma occidentalis ssp. pubescens,stiff needlegrass,,S5 (2019),Yellow,G5T5 (2019),,,,,,
PMPOA5X0V0,Eriocoma richardsonii,spreading needlegrass,,S5 (2019),Yellow,G5 (2016),,,,,,
