D,ScientificName,QualifiedScientificName,CommonName,Family,Genus,Species,SpeciesAuthority,Subspecies,SubspeciesAuthority,Variety,VarietyAuthority,Forma,FormaAuthority,Identifier,IDDate,IDNotes,CDC,MuseumCollection,Collector,CollectorsFieldNumber,CollectionDate,Prov_State,District,LocationName,LocationDescription,Latitude,Longitude,UTMZone,UTMNorthing,UTMEasting,Elevation,Park_ER_IR,HabitatRemarks,SpecimenNotes,SpeciesAbundance,ReviewedYesNo,AddedYesNo,ImagedYesNo,scientificNameReviewed,scientificNameReviewedwAuthorities,SpeciesAuthorityNew,SubspeciesAuthorityNew,VarietyAuthorityNew,IdentifierNew,IDDateNew,IDNotesNew,MuseumCollectionNew,CollectorsFieldNumberNew,CollectionDateNew,Prov_StateNew,DistrictNew,LocationNameNew,decimalLatitude,decimalLongitude,georeferencedBy,georeferenceVerificationStatus,georeferenceProtocol,georeferenceRemarks,elevationNew,Park_ER_IR_New,HabitatRemarksNew,SpecimenNotesNew,SpeciesAbundanceNew
V172174,Potamogeton gramineus L.,Potamogeton gramineus L.,grass-leaved pondweed; pondweed,Potamogetonaceae,Potamogeton,gramineus,L.,,,,,,,Harvey Janszen,1997-01-01,,Not Listed,Janszen 1997,Harvey Janszen; Pam Janszen; Marie Fontaine,2837,1997-07-19,British Columbia,Gulf Islands,Texada Island; Bob's Lake,,49.60333333,-124.2941667,,,,600 m (min.),,"On lake shoreline, on mud bottom, in water that is 50 centimeters deep.",,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V172175,Drosera anglica Huds.,Drosera anglica Huds.,great sundew; sundew,Droseraceae,Drosera,anglica,Huds.,,,,,,,Harvey Janszen,1997-01-01,,Not Listed,Janszen 1997,Harvey Janszen; Pam Janszen; Marie Fontaine,2838,1997-07-20,British Columbia,Gulf Islands,Texada Island; Gillies Bay,boggy lake up logging road; off ballfield.,49.70166667,-124.4766667,,,,210 m (min.),,"In Sphagnum bog dominated by Carex lasiocarpa, Myrica gale & Ledum groenlandicum.",,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V172176,Centunculus minimus L.,Centunculus minimus L.,chaffweed,Primulaceae,Centunculus,minimus,L.,,,,,,,Harvey Janszen,1997-01-01,,Blue,Janszen 1997,Harvey Janszen; Pam Janszen; Marie Fontaine,2839,1997-07-20,British Columbia,Gulf Islands,Texada Island; Mouat Point,S end of Mouat Point,49.61972222,-124.4313889,,,,20 m (min.),,In vernal pool on rock ridges; aspect S25W; slope 5%,Ca. 350 plants in pool with Plantago elongata; a second pool with 100 plants.,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V172177,Linaria canadensis (L.) Dum.-Cours. var. texana (Scheele) Pennell,Linaria canadensis (L.) Dum.-Cours. var. texana (Scheele) Pennell,blue toadflax; toadflax,Scrophulariaceae,Linaria,canadensis,,,,texana,(Scheele) Pennell,,,Harvey Janszen,1997-01-01,,Blue,Janszen 1997,Harvey Janszen; Pam Janszen; Marie Fontaine,2840,1997-07-20,British Columbia,Gulf Islands,Texada Island; Mouat Point,S end of Mouat Point,49.61972222,-124.4313889,,,,20 m (min.),,On vernally wet area on coastal bluffs.,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V172178,Minuartia tenella (Nutt.) Mattf.,Minuartia tenella (Nutt.) Mattf.,sandwort; slender sandwort,Caryophyllaceae,Minuartia,tenella,(Nutt.) Mattf.,,,,,,,Harvey Janszen,1997-01-01,,Not Listed,Janszen 1997,Harvey Janszen; Pam Janszen; Marie Fontaine,2841,1997-07-20,British Columbia,Gulf Islands,Texada Island; Mouat Point,S end of Mouat Point,49.61972222,-124.4313889,,,,20 m (min.),,In cracks and ledges on coastal bluffs.,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V206517,Callitriche heterophylla Pursh ssp. bolanderi (Hegelm.) Calder & Taylor,Callitriche heterophylla Pursh ssp. bolanderi (Hegelm.) Calder & Taylor,diverse-leaved water-starwort; water-starwort,Callitrichaceae,Callitriche,heterophylla,,bolanderi,(Hegelm.) Calder & Taylor,,,,,Harvey Janszen,,,Not Listed,Janszen 1997,Harvey Janszen; Pam Janszen; M. Fontaine,2842,1997-07-20,British Columbia,,"Texada Island, British Columbia","Texada Island, S end of Mouat Point",49.61972222,-124.4313889,10U,549735,39640,2 m (min.),,In vernal pools 1 m above high tide line,Ca. 20 plants in 30 cm x 30 cm pool. No associates.,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V172179,Isoetes nuttallii A.Br. ex Engelm.,Isoetes cf. nuttallii A.Br. ex Engelm.,Nuttall's quillwort; quillwort,Isoetaceae,Isoetes,nuttallii,A.Br. ex Engelm.,,,,,,,Harvey Janszen,1997-01-01,,Blue,Janszen 1997,Harvey Janszen; Pam Janszen; Marie Fontaine,2843,1997-07-20,British Columbia,Gulf Islands,Texada Island; Mouat Point,SE end of Mouat Point,49.61972222,-124.4341667,,,,2 m (min.),,In vernal pool on rocks at high tide line; aspect S20W; slope 1%,2 plants in small pool with Gratiola ebracteata & Mimulus guttatus.,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V172180,Agrostis exarata Trin.,Agrostis exarata Trin.,grass; spike bentgrass,Poaceae,Agrostis,exarata,Trin.,,,,,,,Harvey Janszen,1997-01-01,,Not Listed,Janszen 1997,Harvey Janszen; Pam Janszen; Marie Fontaine,2844,1997-07-20,British Columbia,Gulf Islands,Texada Island,SE end of Mouat Point.,49.61972222,-124.4341667,,,,2 m (min.),,vernal pool on rocks at high tide line; aspect S20W; slope 1%,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V172181,Carex feta Bailey,Carex feta Bailey,green-sheathed sedge; sedge,Cyperaceae,Carex,feta,Bailey,,,,,,,Harvey Janszen,1997-01-01,,Blue,Janszen 1997,Harvey Janszen; Pam Janszen; Marie Fontaine,2845,1997-07-20,British Columbia,Gulf Islands,Texada Island; Mouat Point,SE end of Mouat Point,49.61888889,-124.4230556,,,,3 m (min.),,"On moist soil on coastal bluffs, with Festuca rubra & Hypochaeris radicata; aspect S20W.",50 plants in 0.5 meters by 10 meter area.,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V172182,Boschniakia hookeri Walp.,Boschniakia hookeri Walp.,groundcone; Vancouver groundcone,Orobanchaceae,Boschniakia,hookeri,Walp.,,,,,,,Harvey Janszen,1997-01-01,,Not Listed,Janszen 1997,Harvey Janszen; Pam Janszen; Marie Fontaine,2846,1997-08-20,British Columbia,Gulf Islands,Texada Island; Gillies Bay,Slopes above sea; NW of Gillies bay.,49.67333333,-124.5005556,,,,10 m (min.),,"In dry Douglas fir, Gaultheria shallon forest; aspect S40W; aspect 45%; with Rubus ursinus, Pteridium aquilinum.","50 plants scattered over 90 meters,",,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V206518,Torilis japonica (Houtt.) DC.,Torilis japonica (Houtt.) DC.,hedge-parsley; upright hedge-parsley,Apiaceae,Torilis,japonica,(Houtt.) DC.,,,,,,,Frank Lomer,,,Not Listed,Janszen 1997,Harvey Janszen; Pam Janszen,2847,1997-08-20,British Columbia,,"Texada Island, British Columbia","Texada Island, main road N of Vananda",49.75277778,-124.5716667,10U,551296,38738,30 m (min.),,"On seepy roadside bank; aspect N40°E, slope 9%",Thousands of plants along weedy roadside and in motel yard,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V172183,Potamogeton praelongus Wolfen,Potamogeton praelongus Wolfen,long-stalked pondweed; pondweed,Potamogetonaceae,Potamogeton,praelongus,Wolfen,,,,,,,Harvey Janszen,1997-01-01,,Not Listed,Janszen 1997,Harvey Janszen; Pam Janszen; Marie Fontaine,2848,1997-08-21,British Columbia,Gulf Islands,Texada Island; First Lake,,49.64388889,-124.3577778,,,,390 m (min.),,In 2-3 meter deep water.,"Ca. 200 plants in lake, mostly with no associates.",,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V172184,Glyceria borealis (Nash) Batch.,Glyceria borealis (Nash) Batch.,grass; northern mannagrass,Poaceae,Glyceria,borealis,(Nash) Batch.,,,,,,,Harvey Janszen,1997-01-01,,Not Listed,Janszen 1997,Harvey Janszen; Pam Janszen; Marie Fontaine,2849,1997-08-21,British Columbia,Gulf Islands,Texada Island; First Lake,,49.64388889,-124.3577778,,,,390 m (min.),,In 1 meter deep open lake water; with Nuphar polysepalum.,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V172185,Sparganium natans L.,Sparganium natans L.,bur-reed; small bur-reed,Sparganiaceae,Sparganium,natans,L.,,,,,,,Harvey Janszen,1997-01-01,,Not Listed,Janszen 1997,Harvey Janszen; Pam Janszen; Marie Fontaine,2850,1997-08-21,British Columbia,Gulf Islands,Texada Island; First Lake,,49.64388889,-124.3577778,,,,390 m (min.),,On silty lake bottom; in 1-2 meters of water; with Potamogeton natans.,Patch of 20 meters by 20 meters on lake bottom.,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V172186,Najas flexilis (Willd.) Rostk. & Schmidt,Najas flexilis (Willd.) Rostk. & Schmidt,water nymph; wavy water nymph,Najadaceae,Najas,flexilis,(Willd.) Rostk. & Schmidt,,,,,,,Harvey Janszen,1997-01-01,,Not Listed,Janszen 1997,Harvey Janszen; Pam Janszen; Marie Fontaine,2851,1997-08-21,British Columbia,Gulf Islands,Texada Island; First Lake,,49.64388889,-124.3577778,,,,390 m (min.),,"On silty lake bottom; in 1-2 meters of water; with Nuphar polysepalum, Potamogeton natans, & P. pusillus.",Widespread in shallow water over 3 hectares of lake.,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V172201,Utricularia gibba L.,Utricularia gibba L.,bladderwort; humped bladderwort,Lentibulariaceae,Utricularia,gibba,L.,,,,,,,Harvey Janszen,1997-01-01,,Not Listed,Janszen 1997,Harvey Janszen; Pam Janszen; Marie Fontaine,2852,1997-08-21,British Columbia,Gulf Islands,Texada Island; First Lake,,49.64527778,-124.3611111,,,,390 m (min.),,"In shallow slough off side of lake, in 10 centimeters of water, with Potamogeton gramineus, Sparganium natans, Nuphar polysepalum.",200-300 plants in shallow slough.,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V172187,Lycopodium sitchense Rupr.,Lycopodium sitchense Rupr.,Alaska clubmoss; club-moss,Lycopodiaceae,Lycopodium,sitchense,Rupr.,,,,,,,Harvey Janszen,1997-01-01,,Not Listed,Janszen 1997,Harvey Janszen; Pam Janszen; Marie Fontaine,2853,1997-08-23,British Columbia,Gulf Islands,Texada Island; Mount Sheperd,Cathedral lake road; on old logging road,49.55,-124.2,,,,600 m (min.),,"Along overgrown logging road in Douglas fir, western hemlock forest; aspect S60E; slope 18%",Ca. 50 plants growing with Lycopodium clavatum & Viola sempervirens.,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V172188,Senecio macounii Greene,Senecio macounii Greene,groundsel; Macoun's groundsel,Asteraceae,Senecio,macounii,Greene,,,,,,,Harvey Janszen,1997-01-01,,Blue,Janszen 1997,Harvey Janszen; Pam Janszen; Marie Fontaine,2854,1997-08-23,British Columbia,Gulf Islands,Texada Island,Mount Sheperd road,49.54638889,-124.19,,,,770 m (min.),,"In dry swale in patchy second growth Douglas fir, lodgepole pine forest.",Ca. 50 plants in swale and 100's more on roads and on rock outcrop ridges in area.,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V172189,Carex pachystachya Cham. ex Steud.,Carex pachystachya Cham. ex Steud.,sedge; thick-headed sedge,Cyperaceae,Carex,pachystachya,Cham. ex Steud.,,,,,,,Harvey Janszen,1997-01-01,,Not Listed,Janszen 1997,Harvey Janszen; Pam Janszen; Marie Fontaine,2855,1997-08-23,British Columbia,Gulf Islands,Texada Island,Mount Sheperd road.,49.54638889,-124.19,,,,770 m (min.),,"In dry swale, in patchy second growth Douglas fir, lodgepole pine forest.",Ca. 100 plants.,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V172202,Botrychium lanceolatum (Gmel.) Angstr.,Botrychium lanceolatum (Gmel.) Angstr.,fern; triangle moonwort,Ophioglossaceae,Botrychium,lanceolatum,(Gmel.) Angstr.,,,,,,,Harvey Janszen,1997-01-01,,Not Listed,Janszen 1997,Harvey Janszen; Pam Janszen; Marie Fontaine,2856,1997-08-23,British Columbia,Gulf Islands,Texada Island,Mount Sheperd road.,49.54416667,-124.1833333,,,,670 m (min.),,"On seepy roadside, on rocky outcrop, in Douglas fir, wester hemlock forest; aspect N45E; slope 30 degrees; 5 plants growing with Lycopodium clavatum, Botrychium multifidum, Ophioglossum pusillum, Huperzia occidentalis..",5 plants,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V172190,Ophioglossum pusillum Raf.,Ophioglossum pusillum Raf.,fern; northern adder's tongue,Ophioglossaceae,Ophioglossum,pusillum,Raf.,,,,,,,Harvey Janszen,1997-01-01,,Blue,Janszen 1997,Harvey Janszen; Pam Janszen; Marie Fontaine,2857,1997-08-23,British Columbia,Gulf Islands,Texada Island,Mount Sheperd road.,49.54416667,-124.1833333,,,,670 m (min.),,"On seepy roadside, in Douglas fir, western hemlock forest; aspect N45E; slope 30 degrees.","Ca. 12 plants with Lycopodium clavatum, Botrychium multifidum, Huperzia occidentalis.",,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V172191,Lycopodium alpinum L.,Lycopodium alpinum L.,alpine clubmoss; club-moss,Lycopodiaceae,Lycopodium,alpinum,L.,,,,,,,Harvey Janszen,1997-01-01,,Not Listed,Janszen 1997,Harvey Janszen; Pam Janszen; Marie Fontaine,2858,1997-08-23,British Columbia,Gulf Islands,Texada Island,Mount Sheperd road.,49.54138889,-124.1838889,,,,740 m (min.),,On mossy seepy rock face; aspect N10W.,"2 meter-squared of plants growing with Huperzia haleakalea, Lycopodium clavatum, Juniperus communis.",,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V172192,Lycopodium annotinum L.,Lycopodium annotinum L.,club-moss; stiff club-moss,Lycopodiaceae,Lycopodium,annotinum,L.,,,,,,,Harvey Janszen,1997-01-01,,Not Listed,Janszen 1997,Harvey Janszen; Pam Janszen; Marie Fontaine,2859,1997-08-23,British Columbia,Gulf Islands,Texada Island,Mount Sheperd road.,49.54138889,-124.1838889,,,,740 m (min.),,On mossy seepy rock face; aspect N10W.,5 plants.,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V172193,Juncus supiniformis Engelm.,Juncus supiniformis Engelm.,rush; spreading rush,Juncaceae,Juncus,supiniformis,Engelm.,,,,,,,Harvey Janszen,1997-01-01,,Not Listed,Janszen 1997,Harvey Janszen; Pam Janszen; Marie Fontaine,2860,1997-08-23,British Columbia,Gulf Islands,Texada Island,Mount Sheperd road.,49.54138889,-124.1838889,,,,770 m (min.),,"In wet swale, on road, with Juncus effusus, Viola palustris, Aira caryophyllea; aspect S10E.",Plants covering 1 meter-squared area.,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V186346,Penstemon davidsonii Greene,Penstemon davidsonii Greene,Davidson's penstemon; penstemon,Scrophulariaceae,Penstemon,davidsonii,Greene,,,,,,,Harvey Janszen,,,Not Listed,Janszen 1997,Harvey Janszen; Pam Janszen; Judy Jamison,2861,1997-08-23,British Columbia,Gulf Islands,Texada Isalnd,Mount Shephard Road,49.54138889,-124.1838889,10U,548833,41434,740 m (min.),,"On roadside rocky outcrops, in Tsuga heterophylla, Pseudotsuga  menziesii, Tsuga mertensiana community; aspect S, 40 degree slope.",HJ: Common in Catherdral Lake area.,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V172194,Lycopodium complanatum L.,Lycopodium complanatum L.,club-moss; ground-cedar,Lycopodiaceae,Lycopodium,complanatum,L.,,,,,,,Harvey Janszen,1997-01-01,,Not Listed,Janszen 1997,Harvey Janszen; Pam Janszen; Marie Fontaine,2862,1997-08-23,British Columbia,Gulf Islands,Texada Island,Mount Sheperd road.,49.54138889,-124.1838889,,,,740 m (min.),,On mossy seepy rock face; aspect N10W.,"Ca. 1 meter-squared of plants, with Lycopodium alpinum, L. clavatum, Huperzia haleakalea, Juniperus",,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V172195,Gaultheria humifusa (Grah.) Rydb.,Gaultheria humifusa (Grah.) Rydb.,alpine-wintergreen,Ericaceae,Gaultheria,humifusa,(Grah.) Rydb.,,,,,,,Debra Trock,2007-03-01,"IDD:  20070300; Trock from California Academy of Sciences, San Francisco",Not Listed,Janszen 1997,Harvey Janszen; Pam Janszen; Marie Fontaine,2863,1997-08-23,British Columbia,Gulf Islands,Texada Island,Mount Sheperd road.,49.54138889,-124.1838889,10U,548833,41434,740 m (min.),,"On seepy banks in young Douglas fir, western hemlock, mountain hemlock forest with Penstemon davidsonii; aspect S20E; slope 40 degrees.",Plants forming mats in open areas.,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V193888,Utricularia gibba L.,Utricularia gibba L.,bladderwort; humped bladderwort,Lentibulariaceae,Utricularia,gibba,L.,,,,,,,Adolf Ceska,1997-10-27,,Not Listed,Janszen 1997,Harvey Janszen; Pam Janszen; Marie Fontaine,2864,1997-08-23,British Columbia,Gulf Islands,Texada Island; Granby lake,,49.69555556,-124.4988889,,,,72 m (min.),,At water surface (within 5-10 (? jpm) cm) under mats of Brasenia schreberi and Potamogeton amplifolius.,Uniformly distributed around lake shore and around islets.,Uniformly distributed around lake shore and around islets.,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V172200,Utricularia gibba L.,Utricularia gibba L.,bladderwort; humped bladderwort,Lentibulariaceae,Utricularia,gibba,L.,,,,,,,Harvey Janszen,1997-01-01,,Not Listed,Janszen 1997,Harvey Janszen; Pam Janszen; Marie Fontaine,2864,1997-08-23,British Columbia,Gulf Islands,Texada Island; Granby lake,,49.69555556,-124.4988889,,,,72 m (min.),,At water surface (within 5010 (? jpm) cm) under mats of Brasenia schreberi and Potamogeton amplifolius.,Uniformly distributed around lake shore and around islets.,Uniformly distributed around lake shore and around islets.,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V193667,Utricularia macrorhiza Le Conte,Utricularia macrorhiza Le Conte,bladderwort; greater bladderwort,Lentibulariaceae,Utricularia,macrorhiza,Le Conte,,,,,,,Adolf Ceska,1997-10-27,,Not Listed,Janszen 1997,Harvey Janszen; Pam Janszen; Marie Fontaine,2864,1997-08-23,British Columbia,Gulf Islands,Texada Island; Granby lake,,49.69555556,-124.4988889,,,,72 m (min.),,At water surface (within 5-10 (? jpm) cm) under mats of Brasenia schreberi and Potamogeton amplifolius.,Uniformly distributed around lake shore and around islets.,Uniformly distributed around lake shore and around islets.,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V172196,Jaumea carnosa (Less.) A. Gray,Jaumea carnosa (Less.) A. Gray,fleshy jaumea,Asteraceae,Jaumea,carnosa,(Less.) A. Gray,,,,,,,Harvey Janszen,1997-01-01,,Blue,Janszen 1997,Harvey Janszen; Pam Janszen; Marie Fontaine,2865,1997-08-23,British Columbia,Gulf Islands,Texada Island; Sturt Bay,Sturt Bay lagoon,49.76333333,-124.5775,,,,0 m (min.),,"On mud flats & banks, with Salicornia virginiana, Atriplex subspicata, Juncus gerardii.",Ca. 10 patches covering a total of 100 meters-squared.,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V172197,Zostera japonica Aschers. & Graebn.,Zostera japonica Aschers. & Graebn.,eel-grass; Japanese eel-grass,Zosteraceae,Zostera,japonica,Aschers. & Graebn.,,,,,,,Harvey Janszen,1997-01-01,,Not Listed,Janszen 1997,Harvey Janszen; Pam Janszen; Marie Fontaine,2866,1997-08-23,British Columbia,Gulf Islands,Texada Island; Sturt Bay,Sturt Bay lagoon.,49.76333333,-124.5775,,,,0 m (min.),,"On mud flats and banks, with Salicornia virginiana, Atriplex subspicata, Juncus gerardii.",2 colonies covering 250 meters-squared.,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V172198,Symphyotrichum douglasii sp. nov.,Symphyotrichum douglasii sp. nov.,,Asteraceae,Symphyotrichum,douglasii,sp. nov.,,,,,,,Jamie Fenneman,2016-02-01,Reviewed for Asteraceae of BC and VFBC,,Janszen 1997,Harvey Janszen; Pam Janszen; Marie Fontaine,2867,1997-08-23,British Columbia,Gulf Islands,Texada Island,Central road at Imperial Cement quarry.,49.73861111,-124.5313889,,,,100 m (min.),,"On dry roadside; in Carex obnupta fen; Associates: Carex rostrata, C. sitchensis, Lysichiton americanum, Glyceria grandis.",,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V175355,Lemna trisulca L.,Lemna trisulca L.,duckweed; ivy-leaved duckweed,Lemnaceae,Lemna,trisulca,L.,,,,,,,Harvey Janszen,,,Not Listed,Janszen 1997,Harvey Janszen,2868,1997-09-13,British Columbia,Gulf Islands,Saturna Island,at edge of Money Lake reservoir,48.78638889,-123.1786111,10U,540373,48687,160 m (min.),,"In shallow water, and on mud bottom clumped on floating and emergent vegetation; 50 clumps observed on Alopecurus geniculatus and Eleocharis palustris stems",,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V174974,Crassula connata (Ruiz & Pavon) Berger,Crassula connata (Ruiz & Pavon) Berger,erect pygmyweed; pygmyweed,Crassulaceae,Crassula,connata,(Ruiz & Pavon) Berger,,,,,,,Harvey Janszen,,,Red,Janszen 1998,Harvey Janszen; George Douglas; Jenifer Penny; Marie Fontaine,2869,1998-03-17,British Columbia,Gulf Islands,Valdes Island,"Along west cliffs, near north end",49.08333333,-123.6833333,10U,543,450207,1 m (min.),,"On sandstone cliffs, in dry enclave with Camassia leichlinii, Lomatium utriculatum, Sedum spathulifolium.",ca. 50 plants in clusters of 4-10 on 1 sq. m enclaves.,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V186575,Myosurus minimus L.,Myosurus minimus L.,mousetail; tiny mousetail,Ranunculaceae,Myosurus,minimus,L.,,,,,,,Harvey Janszen,,,Not Listed,Janszen 1998,Harvey Janszen; George Douglas; Jenifer Penny; Marie Fontaine,2870,1998-03-19,British Columbia,Gulf Islands,Gabriola Island,,49.13333333,-123.6833333,10U,5442297,449203,2 m (min.),Drumbeg Provincial Park,"In grassy, mossy community on shallow soil over bedrock, with Montia fontana, Stellaria media, & Nemophila pedunculata; asp. N35 degrees W, 10 % slope.",HJ: ca. 300 plants in 1 m squared.,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V186586,Crassula connata (Ruiz & Pavon) Berger var. connata,Crassula connata (Ruiz & Pavon) Berger var. connata,erect pygmyweed; pygmyweed,Crassulaceae,Crassula,connata,,,,connata,,,,Harvey Janszen,,,Red,Janszen 1998,Harvey Janszen,2871,1998-03-29,British Columbia,Gulf Islands,Saturna Island,East Point,48.7825,-123.0455556,10U,5403280,496650,20 m (min.),,"In shallow sandy dirt over sandstone, open bluff above sea, slope 40%, aspect S60E, associated with Aira caryophyllea, A. praecox, & Aphanes occidentalis.",HJ: 35 pls observed along eroded earth edge of sandstone cliff.,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V177266,Dryopteris arguta (Kaulf.) Watt,Dryopteris arguta (Kaulf.) Watt,coastal wood fern; fern,Dryopteridaceae,Dryopteris,arguta,(Kaulf.) Watt,,,,,,,Harvey Janszen,1998-04-21,,Blue,Douglas 1998,Harvey Janszen; Jenifer Penny,2877,1998-04-21,British Columbia,Gulf Islands,Ballenas Islands,southeast island,49.33333333,-124.1333333,10U,5465384,416543,5 m (min.),,"On open, rich, east-facing grassy bank, aspect 102, slope 15 deg. With Dactylis, Festuca rubra, Lomatium nudicaule, Fritillaria lanceolata, Sanicula crassicaulis.",,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V177260,Sagina maxima A. Gray ssp. maxima,Sagina maxima A. Gray ssp. maxima,coastal pearlwort; pearlwort,Caryophyllaceae,Sagina,maxima,,maxima,,,,,,Kendrick Marr,2014-11-20,Reviewed for VFBC,Not Listed,Janszen 1998,Harvey Janszen; Jenifer Penny,2879,1998-04-22,British Columbia,Gulf Islands,Hornby Island; Helliwell Park,southern tip,49.51666667,-124.5833333,10U,5486162,385333,0 m (min.),Helliwell Provincial Park,"In pockets of organic matter on conglomerate rock. Aspect S, slope 15%. Associates Aira praecox, Cerastium viscosum, Plantago elongata, Montia fontana.",,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V177268,Trifolium depauperatum Desv.,Trifolium depauperatum Desv.,clover; poverty clover,Fabaceae,Trifolium,depauperatum,Desv.,,,,,,,Harvey Janszen,1998-04-22,,Blue,Janszen 1998,Harvey Janszen; Jenifer Penny,2880,1998-04-22,British Columbia,Gulf Islands,Hornby Island,,49.51666667,-124.5833333,10U,5486162,385333,0 m (min.),Helliwell Provincial Park,"Along shoreline, in almost bare patches in conglomerate rock. Aspect S, slope 15%. With Plantago elongata, Aira praecox, Allium variegatum.",,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V177262,Sagina maxima A. Gray ssp. maxima,Sagina maxima A. Gray ssp. maxima,coastal pearlwort; pearlwort,Caryophyllaceae,Sagina,maxima,,maxima,,,,,,Kendrick Marr,2014-11-20,Reviewed for VFBC,Not Listed,Janszen 1998,Harvey Janszen; Jenifer Penny,2884,1998-04-23,British Columbia,Gulf Islands,Texada Island; Davy Bay,southwest Texada Island; north island in bay,49.6,-124.3916667,10U,5499000,399250,3 m (min.),,"In between rocks with Festuca rubra, Grindelia integrifolia, Mimulus guttatus, Rhacomitrium, in mineral soil, or in deeper soil with grasses. Aspect 80, slope 60%.",,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V186576,Listera caurina Piper,Listera caurina Piper,northwestern twayblade; twayblade,Orchidaceae,Listera,caurina,Piper,,,,,,,Harvey Janszen,,,Not Listed,Janszen 1998,Harvey Janszen,2886,1998-05-09,British Columbia,Gulf Islands,Saturna Island,,48.77833333,-123.1547222,10U,5402840,488640,290 m (min.),Ecological Reserve #15,"In mossy-floored, structural stage 6 Pseudotsuga menziesii forest with much more abundant L. cordata; slope 25% N05E, Tsuga heterophylla, Kindbergia oregana, & Festuca occidentalis.",HJ: CWHxm 03; also with Melica subulata & Galium triflorum; 20 plants mixed with L. cordata.,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V186585,Epilobium hornemannii Reichenb. ssp. hornemannii,Epilobium hornemannii Reichenb. ssp. hornemannii,Hornemann's willowherb; willowherb,Onagraceae,Epilobium,hornemannii,,hornemannii,,,,,,Harvey Janszen,,,Not Listed,Janszen 1998,Harvey Janszen,2887,1998-05-16,British Columbia,Gulf Islands,Saturna Island,"Staples Rd., 2.7km above Ecological Reserve #15",48.77638889,-123.1572222,10U,5402595,488444,300 m (min.),,"In roadside ditch in structural stage 5 Pseudotsuga menziesii forest - Gaultheria shallon forest with Elymus glaucus, Veronica serpyillifolia, Senecio jacobei & Prunella vulgaris, slope 5% S30W.",HJ: CWHxm03; 10 plants observed.,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V186584,Cardamine occidentalis (S. Wats. ex B.L. Robins.) Howell,Cardamine occidentalis (S. Wats. ex B.L. Robins.) Howell,bitter-cress; western bitter-cress,Brassicaceae,Cardamine,occidentalis,(S. Wats. ex B.L. Robins.) Howell,,,,,,,Harvey Janszen,,,Not Listed,Janszen 1998,Harvey Janszen,2888,1998-05-16,British Columbia,Gulf Islands,Saturna Island,"Staples Rd., 2.7km above Ecological Reserve #15",48.77638889,-123.1569444,10U,5402610,488464,300 m (min.),,"In small sedge fen in structural stage 5 Pseudotsuga menziesii - Carex obnupta - Athyrium filix-femina forest on open mud in drying fen, flat with Callitriche heterophylla.",HJ: CWHxm 03; 150 plants observed; also associated with Fontinalis antipyretica.,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
